#1
double tab1(15839,2)
# Data source: http://my.elexys.be/MarketInformation/SpotBelpex.aspx , downloaded on October 24th 2022.
#C1 Time in seconds. Time=0 corresponds to January 1st 2021.
#C2 Price in EUR/MWh.
0	50.87
3600	48.19
7200	44.68
10800	42.92
14400	40.39
18000	40.20
21600	39.63
25200	40.09
28800	41.27
32400	44.88
36000	45.00
39600	47.20
43200	50.78
46800	45.49
50400	44.73
54000	46.59
57600	52.99
61200	60.26
64800	60.61
68400	60.36
72000	57.40
75600	53.86
79200	53.45
82800	49.72
86400	46.69
90000	42.43
93600	41.09
97200	40.00
100800	37.55
104400	39.00
108000	42.09
111600	44.96
115200	48.45
118800	52.00
122400	52.00
126000	52.15
129600	55.95
133200	52.00
136800	50.69
140400	53.45
144000	59.99
147600	62.00
151200	63.08
154800	62.17
158400	60.03
162000	55.03
165600	52.25
169200	48.45
172800	46.11
176400	43.00
180000	39.55
183600	38.63
187200	36.74
190800	37.17
194400	39.27
198000	40.02
201600	40.00
205200	48.50
208800	55.51
212400	53.94
216000	54.34
219600	49.98
223200	46.33
226800	42.22
230400	59.37
234000	62.12
237600	58.12
241200	42.90
244800	28.46
248400	26.84
252000	26.93
255600	16.56
259200	24.02
262800	19.42
266400	20.00
270000	20.71
273600	24.34
277200	23.25
280800	30.51
284400	68.25
288000	71.54
291600	54.50
295200	54.50
298800	58.19
302400	59.86
306000	58.51
309600	59.32
313200	57.61
316800	60.77
320400	67.04
324000	76.05
327600	45.88
331200	37.43
334800	39.07
338400	47.10
342000	43.80
345600	67.60
349200	50.00
352800	44.70
356400	37.92
360000	38.42
363600	53.65
367200	46.80
370800	49.08
374400	65.98
378000	83.57
381600	80.00
385200	77.88
388800	76.55
392400	79.75
396000	74.87
399600	68.63
403200	67.60
406800	75.89
410400	80.00
414000	49.90
417600	73.70
421200	60.58
424800	60.03
428400	58.14
432000	47.90
435600	51.40
439200	50.32
442800	48.17
446400	46.23
450000	48.14
453600	46.50
457200	87.66
460800	90.35
464400	121.14
468000	115.50
471600	98.34
475200	94.38
478800	84.45
482400	86.46
486000	82.28
489600	82.14
493200	94.18
496800	139.48
500400	128.04
504000	83.60
507600	82.09
511200	73.00
514800	73.00
518400	91.60
522000	68.20
525600	42.70
529200	44.07
532800	45.50
536400	47.00
540000	69.40
543600	53.51
547200	78.95
550800	76.87
554400	77.28
558000	80.60
561600	78.76
565200	77.35
568800	80.40
572400	83.57
576000	89.68
579600	100.00
583200	73.08
586800	54.78
590400	51.39
594000	50.66
597600	53.05
601200	45.15
604800	46.59
608400	43.90
612000	40.00
615600	40.00
619200	44.51
622800	48.80
626400	55.41
630000	71.92
633600	103.54
637200	110.45
640800	109.96
644400	106.82
648000	102.37
651600	97.61
655200	95.00
658800	95.42
662400	95.00
666000	110.00
669600	118.80
673200	114.89
676800	88.06
680400	78.50
684000	70.00
687600	84.43
691200	67.69
694800	53.34
698400	52.68
702000	52.81
705600	50.47
709200	51.33
712800	53.04
716400	57.26
720000	59.80
723600	66.92
727200	67.71
730800	68.00
734400	67.01
738000	62.53
741600	60.00
745200	60.00
748800	62.78
752400	69.92
756000	71.99
759600	68.95
763200	62.66
766800	61.27
770400	57.20
774000	58.67
777600	58.89
781200	59.39
784800	55.48
788400	50.00
792000	49.24
795600	50.43
799200	56.92
802800	54.27
806400	52.69
810000	59.60
813600	64.49
817200	66.80
820800	65.92
824400	59.79
828000	53.18
831600	54.85
835200	56.52
838800	62.09
842400	66.39
846000	87.18
849600	70.42
853200	61.02
856800	61.11
860400	78.69
864000	69.33
867600	60.26
871200	55.75
874800	47.30
878400	45.53
882000	47.90
885600	67.92
889200	84.36
892800	64.08
896400	114.43
900000	79.90
903600	65.00
907200	47.80
910800	41.25
914400	47.30
918000	47.80
921600	50.00
925200	93.05
928800	71.90
932400	49.90
936000	45.40
939600	24.80
943200	50.33
946800	46.94
950400	43.62
954000	40.46
957600	39.24
961200	37.73
964800	38.06
968400	43.39
972000	48.84
975600	62.59
979200	62.16
982800	74.14
986400	68.59
990000	64.34
993600	64.92
997200	61.90
1000800	59.82
1004400	64.18
1008000	66.47
1011600	79.66
1015200	92.21
1018800	90.10
1022400	84.09
1026000	55.98
1029600	68.00
1033200	65.80
1036800	54.47
1040400	53.40
1044000	51.67
1047600	46.79
1051200	45.85
1054800	52.84
1058400	70.00
1062000	69.89
1065600	73.37
1069200	76.94
1072800	68.19
1076400	65.00
1080000	65.58
1083600	62.58
1087200	62.55
1090800	64.35
1094400	86.96
1098000	100.48
1101600	109.97
1105200	111.01
1108800	70.00
1112400	62.17
1116000	58.68
1119600	62.80
1123200	67.98
1126800	59.30
1130400	52.50
1134000	49.90
1137600	44.03
1141200	47.58
1144800	60.04
1148400	79.90
1152000	88.82
1155600	89.27
1159200	89.63
1162800	91.05
1166400	88.75
1170000	87.10
1173600	83.98
1177200	79.96
1180800	83.42
1184400	97.56
1188000	90.16
1191600	87.70
1195200	74.58
1198800	62.74
1202400	59.82
1206000	55.60
1209600	48.98
1213200	48.66
1216800	47.70
1220400	46.60
1224000	48.00
1227600	51.52
1231200	62.97
1234800	77.94
1238400	91.40
1242000	97.76
1245600	90.69
1249200	86.97
1252800	79.25
1256400	76.64
1260000	77.14
1263600	76.98
1267200	82.00
1270800	95.24
1274400	98.02
1278000	95.01
1281600	77.20
1285200	67.18
1288800	63.19
1292400	58.51
1296000	69.93
1299600	63.88
1303200	57.82
1306800	53.14
1310400	49.51
1314000	48.52
1317600	49.25
1321200	50.84
1324800	62.48
1328400	65.77
1332000	68.80
1335600	64.66
1339200	51.12
1342800	47.62
1346400	48.15
1350000	50.65
1353600	57.70
1357200	65.01
1360800	66.40
1364400	63.83
1368000	62.93
1371600	55.09
1375200	53.20
1378800	54.63
1382400	46.45
1386000	46.06
1389600	45.80
1393200	46.09
1396800	45.80
1400400	45.42
1404000	46.32
1407600	46.29
1411200	46.62
1414800	48.07
1418400	54.31
1422000	64.52
1425600	51.79
1429200	51.69
1432800	49.95
1436400	53.48
1440000	60.60
1443600	67.05
1447200	72.00
1450800	73.20
1454400	71.08
1458000	67.46
1461600	63.72
1465200	54.38
1468800	56.50
1472400	50.36
1476000	49.90
1479600	47.40
1483200	47.20
1486800	45.70
1490400	73.61
1494000	83.02
1497600	74.11
1501200	65.10
1504800	67.89
1508400	61.42
1512000	47.94
1515600	46.00
1519200	49.90
1522800	49.90
1526400	54.65
1530000	73.30
1533600	73.30
1537200	49.90
1540800	40.00
1544400	40.00
1548000	55.25
1551600	52.07
1555200	46.60
1558800	44.68
1562400	42.30
1566000	39.38
1569600	39.24
1573200	40.49
1576800	38.75
